Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
ErNi,29,50 kOe,10,table_only_1stcheck7638.txt,101,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,mp-567314
GdNi,17,50 kOe,69,table_only_1stcheck7638.txt,196,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,mp-542632
HoNi,15,50 kOe,36.5,table_only_1stcheck7638.txt,246,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,mp-11871
LaMnO3,1.7J/K/mol,nan T,140,table_only_1stcheck7680.txt,270,Heat capacity of LaMnO3,THERMOCHIMICA ACTA,10.1016/S0040-6031(97)00147-0,mp-17554
Sr2CoTeO6,4.2,nan T,,table_only_1stcheck7716.txt,349,Factors determining the effect of Co(II) in the ordered double perovskite structure: Sr2CoTeO6,JOURNAL OF MATERIALS CHEMISTRY,10.1039/b413341b,mp-561642
ErPdSb,22,90 kOe,,table_only_1stcheck7750.txt,106,"Multi-functional properties of non-centrosymmetric ternary half-Heuslers, RPdSb (R = Er and Ho)",JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/aac567,mp-11836
HoPdSb,48,90 kOe,,table_only_1stcheck7750.txt,255,"Multi-functional properties of non-centrosymmetric ternary half-Heuslers, RPdSb (R = Er and Ho)",JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/aac567,mp-567418
Co2HfSn,29.87,5 T,,table_only_1stcheck7833.txt,24,Itinerant magnetism in the half-metallic Heusler compound Co2HfSn: Evidence from critical behavior combined with first-principles calculations,PHYSICAL REVIEW B,10.1103/PhysRevB.103.094425,mp-20730
Sm2CoRuO6,3,50.0 kOe,78,table_only_1stcheck7863.txt,345,Octahedral tilting and emergence of ferrimagnetism in cobalt-ruthenium based double perovskites,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ab27f5,mp-1208928
HoN,14,nan T,,table_only_1stcheck7937.txt,245,Experimental investigation of nitrogenation process for heavy rare earth nitrides from their hydrides,AIP ADVANCES,10.1063/1.5093097,mp-883
Eu2In,35.6,nan T,55.2,table_only_1stcheck7956.txt,112,Crystal structure and physical properties of Yb2In and Eu2-xYbxIn alloys,PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.4.104402,mp-1095519
PBMO,5.3418,,,table_only_1stcheck7996.txt,329,"Low field magnetoresistance, temperature coefficient of resistance and magnetocaloric effect in Pr2/3Ba1/3MnO3:PdO composites",MATERIALS LETTERS,10.1016/j.matlet.2010.08.051,mp-6015
Mn5Ge3,4.96,3 T,,table_only_1stcheck8008.txt,288,"Critical behavior and magnetocaloric effect of Mn4.75Ge3(Co, Fe)(0.25) alloys",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2016.12.028,mp-617291
Co2Nb,7.04,5 T,4.87,table_only_1stcheck8119.txt,26,Comprehensive thermodynamic study of three Co(II)- and Fe(II)-based octacyanoniobates,PHYSICAL REVIEW B,10.1103/PhysRevB.104.214428,mp-670
Fe2Nb,4.93,5 T,8.44,table_only_1stcheck8119.txt,120,Comprehensive thermodynamic study of three Co(II)- and Fe(II)-based octacyanoniobates,PHYSICAL REVIEW B,10.1103/PhysRevB.104.214428,mp-568901
PrCo3,1.3,,330,table_only_1stcheck8200.txt,338,Low field magnetocaloric effect of PrCo3 compounds,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-022-05702-x,mp-571334
